Kingdom	Phylum	Order	Class	Family	Genus	Species	Strain
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella	Alloprevotella_tannerae	Alloprevotella_tannerae_ATCC_51259
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium_nucleatum	Fusobacterium_nucleatum_subsp._vincentii_ATCC_49256
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium_hwasookii	Fusobacterium_hwasookii
Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus_paraphrohaemolyticus	Haemophilus_paraphrohaemolyticus_HK411
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella_pleuritidis	Prevotella_pleuritidis_F0068
Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Johnsonella	Johnsonella_ignava	Johnsonella_ignava_ATCC_51276
Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	Granulicatella_adiacens	Granulicatella_adiacens_ATCC_49175
Bacteria	Firmicutes	Clostridia	Eubacteriales	Eubacteriales_Family_XIII._Incertae_Sedis	Mogibacterium	Mogibacterium_diversum	Mogibacterium_diversum
Bacteria	Firmicutes	Clostridia	Eubacteriales	Peptostreptococcaceae	Peptoanaerobacter	[Eubacterium]_yurii	[Eubacterium]_yurii_subsp._margaretiae_ATCC_43715
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	unclassified_Capnocytophaga	unclassified_Capnocytophaga
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter_concisus	Campylobacter_concisus_13826
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella_pallens	Prevotella_pallens_ATCC_700821
Bacteria	Firmicutes	Clostridia	Eubacteriales	Peptostreptococcaceae	Peptoanaerobacter	[Eubacterium]_yurii	[Eubacterium]_yurii_subsp._margaretiae_ATCC_43715
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium_matruchotii	Corynebacterium_matruchotii
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_sanguinis	Streptococcus_sanguinis_SK355
Bacteria	Firmicutes	Clostridia	Eubacteriales	Eubacteriales_Family_XIII._Incertae_Sedis	[Eubacterium]_brachy	Eubacterium_brachy_ATCC_33089	Eubacterium_brachy_ATCC_33089
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium_hwasookii	Fusobacterium_hwasookii
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_gordonii	Streptococcus_gordonii
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia_sp._oral_taxon_225	Leptotrichia_sp._oral_taxon_225_str._F0581
Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lachnospiraceae_bacterium_oral_taxon_500	Lachnospiraceae_oral_taxon_107_str._F0167	Lachnospiraceae_oral_taxon_107_str._F0167
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_mitis	Streptococcus_mitis
Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lachnospiraceae_bacterium_oral_taxon_500	Lachnospiraceae_oral_taxon_107_str._F0167	Lachnospiraceae_oral_taxon_107_str._F0167
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella_marshii	Prevotella_marshii_DSM_16973_=_JCM_13450
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium_nucleatum	Fusobacterium_nucleatum_subsp._polymorphum
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium_nucleatum	Fusobacterium_nucleatum_subsp._polymorphum
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga_endodontalis	Capnocytophaga_endodontalis
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia_sp._oral_taxon_417	Leptotrichia_sp._oral_taxon_417
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter_showae	Campylobacter_showae
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_mutans	Streptococcus_mutans
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella_pleuritidis	Prevotella_pleuritidis_F0068
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium_pseudoperiodonticum	Fusobacterium_pseudoperiodonticum
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium	Fusobacterium
Bacteria	Firmicutes	Bacilli	Bacillales	Gemella	Gemella_morbillorum	Gemella_morbillorum	Gemella_morbillorum
Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema_sp._OMZ_806	Treponema_sp._OMZ_806
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga_sputigena	Capnocytophaga_sputigena
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium_hwasookii	Fusobacterium_hwasookii
Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema_vincentii	Treponema_vincentii_F0403
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella	Prevotella
Bacteria	Firmicutes	Clostridia	Eubacteriales	Eubacteriales_Family_XIII._Incertae_Sedis	[Eubacterium]_brachy	Eubacterium_brachy_ATCC_33089	Eubacterium_brachy_ATCC_33089
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia_hofstadii	Leptotrichia_hofstadii_F0254
Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Kingella	Kingella_denitrificans	Kingella_denitrificans
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia_buccalis	Leptotrichia_buccalis_C-1013-b
Bacteria	Bacteroidetes	Bacteroidetes_oral_taxon_274	Bacteroidetes_oral_taxon_274_str._F0058	Bacteroidetes_oral_taxon_274_str._F0058	Bacteroidetes_oral_taxon_274_str._F0058	Bacteroidetes_oral_taxon_274_str._F0058	Bacteroidetes_oral_taxon_274_str._F0058
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Pseudoleptotrichia	Pseudoleptotrichia_goodfellowii	Leptotrichia_goodfellowii_F0264
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium_nucleatum	Fusobacterium_nucleatum_subsp._vincentii
Bacteria	Proteobacteria	Gammaproteobacteria	Cardiobacteriales	Cardiobacteriaceae	Cardiobacterium	Cardiobacterium_hominis	Cardiobacterium_hominis
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella_atypica	Veillonella_atypica
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium_matruchotii	Corynebacterium_matruchotii_ATCC_14266
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium_nucleatum	Fusobacterium_nucleatum_subsp._animalis
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium_hwasookii	Fusobacterium_hwasookii
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter_concisus	Campylobacter_concisus_13826
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas_sp._oral_taxon_279	Porphyromonas_sp._oral_taxon_279_str._F0450
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella_parvula	Veillonella_parvula
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_gordonii	Streptococcus_gordonii
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium_nucleatum	Fusobacterium_nucleatum_subsp._animalis
Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria_sicca	Neisseria_sicca
Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	Granulicatella_adiacens	Granulicatella_adiacens_ATCC_49175
Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Eikenella	Eikenella_corrodens	Eikenella_corrodens_CC92I
Bacteria	Firmicutes	Clostridia	Eubacteriales	Eubacteriales_Family_XIII._Incertae_Sedis	[Eubacterium]_brachy	Eubacterium_brachy_ATCC_33089	Eubacterium_brachy_ATCC_33089
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella	Alloprevotella_tannerae	Alloprevotella_tannerae_ATCC_51259
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium_nucleatum	Fusobacterium_nucleatum_subsp._vincentii
Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lachnoanaerobaculum	Lachnoanaerobaculum_saburreum	Lachnoanaerobaculum_saburreum
Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema_sp._OMZ_804	Treponema_sp._OMZ_804
Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lachnospiraceae_bacterium_oral_taxon_500	Lachnospiraceae_oral_taxon_107_str._F0167	Lachnospiraceae_oral_taxon_107_str._F0167
Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lachnoanaerobaculum	Lachnoanaerobaculum_sp._MSX33	Lachnoanaerobaculum_sp._MSX33
Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Catonella	Catonella_morbi	Catonella_morbi_ATCC_51271
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia_sp._oral_taxon_225	Leptotrichia_sp._oral_taxon_225_str._F0581
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_sanguinis	Streptococcus_sanguinis_SK150
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium_sp._HMSC064B11	Fusobacterium_sp._HMSC064B11
Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Rothia	Rothia_aeria	Rothia_aeria
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia_sp._oral_taxon_215	Leptotrichia_sp._oral_taxon_215_str._W9775
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga_sputigena	Capnocytophaga_sputigena
Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Aggregatibacter	Aggregatibacter_aphrophilus	Aggregatibacter_aphrophilus
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga_granulosa	Capnocytophaga_granulosa_ATCC_51502
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia_sp._oral_taxon_215	Leptotrichia_sp._oral_taxon_215_str._W9775
Bacteria	Firmicutes	Clostridia	Eubacteriales	Eubacteriales_Family_XIII._Incertae_Sedis	[Eubacterium]_nodatum	Eubacterium_nodatum_ATCC_33099	Eubacterium_nodatum_ATCC_33099
Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Carnobacterium	Carnobacterium_sp._CS13	Carnobacterium_sp._CS13
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_cristatus	Streptococcus_cristatus_ATCC_51100
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia_sp._oral_taxon_225	Leptotrichia_sp._oral_taxon_225_str._F0581
Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Catonella	Catonella_morbi	Catonella_morbi_ATCC_51271
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella_parvula	Veillonella_parvula
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_mitis	Streptococcus_mitis
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_mutans	Streptococcus_mutans
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium_periodonticum	Fusobacterium_periodonticum_1_1_41FAA
Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria_mucosa	Neisseria_mucosa
Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	Granulicatella_adiacens	Granulicatella_adiacens_ATCC_49175
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium_nucleatum	Fusobacterium_nucleatum_subsp._vincentii
Bacteria	Actinobacteria	Actinomycetia	Propionibacteriales	Propionibacteriaceae	Arachnia	Arachnia_propionica	Arachnia_propionica
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_constellatus	Streptococcus_constellatus
Bacteria	Firmicutes	Clostridia	Eubacteriales	Eubacteriales_Family_XIII._Incertae_Sedis	[Eubacterium]_sulci	Eubacterium_sulci_ATCC_35585	Eubacterium_sulci_ATCC_35585
Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Oribacterium	Oribacterium_sp._oral_taxon_078	Oribacterium_sp._oral_taxon_078_str._F0263
Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Rothia	Rothia_dentocariosa	Rothia_dentocariosa_M567
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera	Megasphaera_micronuciformis	Megasphaera_micronuciformis_F0359
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium_nucleatum	Fusobacterium_nucleatum_subsp._animalis
Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Rothia	Rothia_aeria	Rothia_aeria
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium_nucleatum	Fusobacterium_nucleatum_subsp._polymorphum
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter_concisus	Campylobacter_concisus
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium_periodonticum	Fusobacterium_periodonticum_ATCC_33693
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga_sp._oral_taxon_412	Capnocytophaga_sp._oral_taxon_412_str._F0487
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium_matruchotii	Corynebacterium_matruchotii_ATCC_33806
Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema_vincentii	Treponema_vincentii_ATCC_35580
Bacteria	Firmicutes	Bacilli	Bacilli	Bacilli	Bacilli	Bacilli	Bacilli
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_mutans	Streptococcus_mutans
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia_buccalis	Leptotrichia_buccalis_C-1013-b
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia_sp._oral_taxon_225	Leptotrichia_sp._oral_taxon_225_str._F0581
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Pseudoleptotrichia	Pseudoleptotrichia_goodfellowii	Leptotrichia_goodfellowii_F0264
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella_sp._oral_taxon_299	Prevotella_sp._oral_taxon_299_str._F0039
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_sanguinis	Streptococcus_sanguinis
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Solobacterium	Solobacterium_moorei	Solobacterium_moorei_F0204
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia_sp._oral_taxon_417	Leptotrichia_sp._oral_taxon_417
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia_hofstadii	Leptotrichia_hofstadii_DSM_21651
Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Enterocloster	Enterocloster_bolteae	Enterocloster_bolteae
Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Oribacterium	Oribacterium_sp._oral_taxon_078	Oribacterium_sp._oral_taxon_078_str._F0263
Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lachnospiraceae_bacterium_oral_taxon_500	Lachnospiraceae_oral_taxon_107_str._F0167	Lachnospiraceae_oral_taxon_107_str._F0167
Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Kingella	Kingella_denitrificans	Kingella_denitrificans
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga	Capnocytophaga
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga_gingivalis	Capnocytophaga_gingivalis_ATCC_33624
Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Aggregatibacter	Aggregatibacter_sp._2125159857	Aggregatibacter_sp._2125159857
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga_sp._oral_taxon_323	Capnocytophaga_sp._oral_taxon_323
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella_sp._oral_taxon_299	Prevotella_sp._oral_taxon_299_str._F0039
Bacteria	Firmicutes	Bacilli	Bacillales	Gemella	Gemella_morbillorum	Gemella_morbillorum	Gemella_morbillorum
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia_sp._oral_taxon_215	Leptotrichia_sp._oral_taxon_215_str._W9775
Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Blautia	Blautia_sp._LZLJ-3	Blautia_sp._LZLJ-3
Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lachnospiraceae	Lachnospiraceae	Lachnospiraceae
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_sanguinis	Streptococcus_sanguinis_SK150
Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	Granulicatella_adiacens	Granulicatella_adiacens_ATCC_49175
Bacteria	Firmicutes	Clostridia	Eubacteriales	Eubacteriales_Family_XIII._Incertae_Sedis	Mogibacterium	Mogibacterium_diversum	Mogibacterium_diversum
Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lachnospiraceae_bacterium_oral_taxon_500	Lachnospiraceae_oral_taxon_107_str._F0167	Lachnospiraceae_oral_taxon_107_str._F0167
Bacteria	Firmicutes	Clostridia	Eubacteriales	Peptostreptococcaceae	Peptoanaerobacter	[Eubacterium]_yurii	[Eubacterium]_yurii_subsp._margaretiae_ATCC_43715
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium	Clostridium
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium	Fusobacterium
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter_showae	Campylobacter_showae
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia_buccalis	Leptotrichia_buccalis_C-1013-b
Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria	Alphaproteobacteria	Alphaproteobacteria	Alphaproteobacteria	Alphaproteobacteria
Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinobaculum	Actinobaculum_sp._oral_taxon_183	Actinobaculum_sp._oral_taxon_183_str._F0552
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter_rectus	Campylobacter_rectus
Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lachnoanaerobaculum	Lachnoanaerobaculum_umeaense	Lachnoanaerobaculum_umeaense
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia_sp._oral_taxon_215	Leptotrichia_sp._oral_taxon_215_str._W9775
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella	Alloprevotella_tannerae	Alloprevotella_tannerae_ATCC_51259
Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Rothia	Rothia_aeria	Rothia_aeria_F0184
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter_showae	Campylobacter_showae
Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Rothia	Rothia_mucilaginosa	Rothia_mucilaginosa_DY-18
Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema_socranskii	Treponema_socranskii_subsp._paredis_ATCC_35535
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_gordonii	Streptococcus_gordonii
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia_shahii	Leptotrichia_shahii_DSM_19757
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter_sputorum	Campylobacter_sputorum
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia_sp._oral_taxon_225	Leptotrichia_sp._oral_taxon_225_str._F0581
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Lautropia	Lautropia_mirabilis	Lautropia_mirabilis
Bacteria	Firmicutes	Bacilli	Bacillales	Gemella	Gemella_morbillorum	Gemella_morbillorum	Gemella_morbillorum
Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Aggregatibacter	Aggregatibacter_sp._2125159857	Aggregatibacter_sp._2125159857
